ticker,date,next_date,close,next_close,market_return,quant_score,technical_signal,technical_position,ppo_action,ppo_position,hybrid_signal,hybrid_score,hybrid_position,technical_turnover,hybrid_turnover,technical_return,hybrid_return,technical_cost,hybrid_cost
TCS,2026-06-11 00:00:00+05:30,2026-06-12 00:00:00+05:30,2123.95458984375,2149.61376953125,0.012080851356331301,34.0,SELL,-1,FLAT,0.0,HOLD,-14.399999999999999,0,1,0,-0.012580851356331302,0.0,0.0005,0.0
TCS,2026-06-12 00:00:00+05:30,2026-06-15 00:00:00+05:30,2149.61376953125,2150.21044921875,0.00027757530025041,34.0,SELL,-1,FLAT,0.0,HOLD,-14.399999999999999,0,0,0,-0.00027757530025041,0.0,0.0,0.0
TCS,2026-06-15 00:00:00+05:30,2026-06-16 00:00:00+05:30,2150.21044921875,2187.0087890625,0.01711383174475789,34.0,SELL,-1,FLAT,0.0,HOLD,-14.399999999999999,0,0,0,-0.01711383174475789,0.0,0.0,0.0
TCS,2026-06-16 00:00:00+05:30,2026-06-17 00:00:00+05:30,2187.0087890625,2210.8779296875,0.01091405793354494,34.0,SELL,-1,FLAT,0.0,HOLD,-14.399999999999999,0,0,0,-0.01091405793354494,0.0,0.0,0.0
TCS,2026-06-17 00:00:00+05:30,2026-06-18 00:00:00+05:30,2210.8779296875,2191.285400390625,-0.008861877462246093,47.0,WAIT,0,FLAT,0.0,HOLD,18.8,0,1,0,-0.0005,-0.0,0.0005,0.0
TCS,2026-06-18 00:00:00+05:30,2026-06-19 00:00:00+05:30,2191.285400390625,2113.412353515625,-0.03553761041857817,48.1,WAIT,0,FLAT,0.0,HOLD,19.240000000000002,0,0,0,-0.0,-0.0,0.0,0.0
TCS,2026-06-19 00:00:00+05:30,2026-06-22 00:00:00+05:30,2113.412353515625,2116.197021484375,0.0013176169639199653,48.1,WAIT,0,FLAT,0.0,HOLD,19.240000000000002,0,0,0,0.0,0.0,0.0,0.0
TCS,2026-06-22 00:00:00+05:30,2026-06-23 00:00:00+05:30,2116.197021484375,2048.368896484375,-0.03205189512667539,34.0,SELL,-1,FLAT,0.0,HOLD,-14.399999999999999,0,1,0,0.03155189512667539,-0.0,0.0005,0.0
TCS,2026-06-23 00:00:00+05:30,2026-06-24 00:00:00+05:30,2048.368896484375,2097.49951171875,0.02398523787326501,34.0,SELL,-1,FLAT,0.0,HOLD,-14.399999999999999,0,0,0,-0.02398523787326501,0.0,0.0,0.0
TCS,2026-06-24 00:00:00+05:30,2026-06-25 00:00:00+05:30,2097.49951171875,2083.27734375,-0.006780534579050257,34.0,SELL,-1,FLAT,0.0,HOLD,-14.399999999999999,0,0,0,0.006780534579050257,-0.0,0.0,0.0
TCS,2026-06-25 00:00:00+05:30,2026-06-26 00:00:00+05:30,2083.27734375,2083.27734375,0.0,34.0,SELL,-1,FLAT,0.0,HOLD,-14.399999999999999,0,0,0,-0.0,0.0,0.0,0.0
TCS,2026-06-26 00:00:00+05:30,2026-06-29 00:00:00+05:30,2083.27734375,2086.4599609375,0.0015276973068651944,34.0,SELL,-1,FLAT,0.0,HOLD,-14.399999999999999,0,0,0,-0.0015276973068651944,0.0,0.0,0.0
TCS,2026-06-29 00:00:00+05:30,2026-06-30 00:00:00+05:30,2086.4599609375,2020.422119140625,-0.03165066334040867,38.1,WAIT,0,FLAT,0.0,HOLD,15.240000000000002,0,1,0,-0.0005,-0.0,0.0005,0.0
TCS,2026-06-30 00:00:00+05:30,2026-07-01 00:00:00+05:30,2020.422119140625,1971.788818359375,-0.02407086139105219,36.0,WAIT,0,FLAT,0.0,HOLD,14.4,0,0,0,-0.0,-0.0,0.0,0.0
